"value","key","key2"
0.0333611342785655,"F2 score","Random draw"
0.0379746835443038,"F2 score","Random draw"
0.0454170107349298,"F2 score","Random draw"
0.0336700336700337,"F2 score","Random draw"
0.0455675227837614,"F2 score","Random draw"
0.0290697674418605,"F2 score","Random draw"
0.0249376558603491,"F2 score","Random draw"
0.041631973355537,"F2 score","Random draw"
0.0461796809403862,"F2 score","Random draw"
0.0256191289496157,"F2 score","Random draw"
0.0168776371308017,"F2 score","Random draw"
0.0206100577081616,"F2 score","Random draw"
0.0332225913621262,"F2 score","Random draw"
0.0250208507089241,"F2 score","Random draw"
0.04212299915754,"F2 score","Random draw"
0.0332778702163062,"F2 score","Random draw"
0.0249584026622296,"F2 score","Random draw"
0.0328677074774034,"F2 score","Random draw"
0.0327064595257563,"F2 score","Random draw"
0.0336417157275021,"F2 score","Random draw"
0.033167495854063,"F2 score","Random draw"
0.0554607508532423,"F2 score","Random draw"
0.033195020746888,"F2 score","Random draw"
0.0294365012615643,"F2 score","Random draw"
0.0414250207125104,"F2 score","Random draw"
0.0343642611683849,"F2 score","Random draw"
0.00416666666666667,"F2 score","Random draw"
0.0254452926208651,"F2 score","Random draw"
0.0169204737732656,"F2 score","Random draw"
0.0381679389312977,"F2 score","Random draw"
0.0457951706910908,"F2 score","Random draw"
0.0580431177446103,"F2 score","Random draw"
0.0374687760199833,"F2 score","Random draw"
0.0378787878787879,"F2 score","Random draw"
0.0416666666666667,"F2 score","Random draw"
0.0335852225020991,"F2 score","Random draw"
0.037910699241786,"F2 score","Random draw"
0.0293132328308208,"F2 score","Random draw"
0.037910699241786,"F2 score","Random draw"
0.0378151260504202,"F2 score","Random draw"
0.0372825186412593,"F2 score","Random draw"
0.0298380221653879,"F2 score","Random draw"
0.0418410041841004,"F2 score","Random draw"
0.0296610169491525,"F2 score","Random draw"
0.0340425531914894,"F2 score","Random draw"
0.0334728033472803,"F2 score","Random draw"
0.037910699241786,"F2 score","Random draw"
0.033003300330033,"F2 score","Random draw"
0.0590717299578059,"F2 score","Random draw"
0.0410846343467543,"F2 score","Random draw"
0.0378469301934399,"F2 score","Random draw"
0.0289256198347107,"F2 score","Random draw"
0.038659793814433,"F2 score","Random draw"
0.0429553264604811,"F2 score","Random draw"
0.0300945829750645,"F2 score","Random draw"
0.0292397660818713,"F2 score","Random draw"
0.0250208507089241,"F2 score","Random draw"
0.0451930977814297,"F2 score","Random draw"
0.0383304940374787,"F2 score","Random draw"
0.0461409395973154,"F2 score","Random draw"
0.0297113752122241,"F2 score","Random draw"
0.0296861747243427,"F2 score","Random draw"
0.0296610169491525,"F2 score","Random draw"
0.0411522633744856,"F2 score","Random draw"
0.0167644593461861,"F2 score","Random draw"
0.0166527893422148,"F2 score","Random draw"
0.0548986486486486,"F2 score","Random draw"
0.0537190082644628,"F2 score","Random draw"
0.0423011844331641,"F2 score","Random draw"
0.0376569037656904,"F2 score","Random draw"
0.0460636515912898,"F2 score","Random draw"
0.0207641196013289,"F2 score","Random draw"
0.0297366185216653,"F2 score","Random draw"
0.0413223140495868,"F2 score","Random draw"
0.0372208436724566,"F2 score","Random draw"
0.0630252100840336,"F2 score","Random draw"
0.0167926112510495,"F2 score","Random draw"
0.0511945392491468,"F2 score","Random draw"
0.0212765957446809,"F2 score","Random draw"
0.0255102040816327,"F2 score","Random draw"
0.0418060200668896,"F2 score","Random draw"
0.0165289256198347,"F2 score","Random draw"
0.029535864978903,"F2 score","Random draw"
0.0371900826446281,"F2 score","Random draw"
0.029535864978903,"F2 score","Random draw"
0.0297366185216653,"F2 score","Random draw"
0.0338696020321761,"F2 score","Random draw"
0.0509770603228547,"F2 score","Random draw"
0.0753768844221106,"F2 score","Random draw"
0.0412881915772089,"F2 score","Random draw"
0.0251889168765743,"F2 score","Random draw"
0.0209555741827326,"F2 score","Random draw"
0.0250417362270451,"F2 score","Random draw"
0.0341588385994876,"F2 score","Random draw"
0.0419463087248322,"F2 score","Random draw"
0.0417362270450751,"F2 score","Random draw"
0.040551500405515,"F2 score","Random draw"
0.0259965337954939,"F2 score","Random draw"
0.0429553264604811,"F2 score","Random draw"
0.0415282392026578,"F2 score","Random draw"
0.0333055786844296,"F2 score","Random draw"
0.0425531914893617,"F2 score","Random draw"
0.0250836120401338,"F2 score","Random draw"
0.0506329113924051,"F2 score","Random draw"
0.0626043405676127,"F2 score","Random draw"
0.0629722921914358,"F2 score","Random draw"
0.0538525269262635,"F2 score","Random draw"
0.0432525951557093,"F2 score","Random draw"
0.0332778702163062,"F2 score","Random draw"
0.038232795242141,"F2 score","Random draw"
0.0216450216450216,"F2 score","Random draw"
0.0447518307567128,"F2 score","Random draw"
0.0412541254125413,"F2 score","Random draw"
0.0415627597672485,"F2 score","Random draw"
0.0423728813559322,"F2 score","Random draw"
0.0461796809403862,"F2 score","Random draw"
0.0462573591253154,"F2 score","Random draw"
0.0420875420875421,"F2 score","Random draw"
0.0579470198675497,"F2 score","Random draw"
0.0457190357439734,"F2 score","Random draw"
0.0369458128078818,"F2 score","Random draw"
0.0291909924937448,"F2 score","Random draw"
0.0468483816013629,"F2 score","Random draw"
0.0344530577088717,"F2 score","Random draw"
0.0345721694036301,"F2 score","Random draw"
0.0497100248550124,"F2 score","Random draw"
0.00830564784053156,"F2 score","Random draw"
0.0633445945945946,"F2 score","Random draw"
0.0296861747243427,"F2 score","Random draw"
0.0293378038558256,"F2 score","Random draw"
0.0381033022861981,"F2 score","Random draw"
0.0465707027942422,"F2 score","Random draw"
0.066334991708126,"F2 score","Random draw"
0.0300429184549356,"F2 score","Random draw"
0.0508474576271186,"F2 score","Random draw"
0.0252525252525253,"F2 score","Random draw"
0.0255536626916525,"F2 score","Random draw"
0.0459098497495826,"F2 score","Random draw"
0.0339270568278202,"F2 score","Random draw"
0.0297113752122241,"F2 score","Random draw"
0.0170068027210884,"F2 score","Random draw"
0.0168634064080944,"F2 score","Random draw"
0.0415973377703827,"F2 score","Random draw"
0.0462962962962963,"F2 score","Random draw"
0.0335852225020991,"F2 score","Random draw"
0.021043771043771,"F2 score","Random draw"
0.0289735099337748,"F2 score","Random draw"
0.0289975144987573,"F2 score","Random draw"
0.0378151260504202,"F2 score","Random draw"
0.0336134453781513,"F2 score","Random draw"
0.0337837837837838,"F2 score","Random draw"
0.0383304940374787,"F2 score","Random draw"
0.0255102040816327,"F2 score","Random draw"
0.0592718035563082,"F2 score","Random draw"
0.0332502078137988,"F2 score","Random draw"
0.041631973355537,"F2 score","Random draw"
0.0424088210347752,"F2 score","Random draw"
0.040650406504065,"F2 score","Random draw"
0.0546218487394958,"F2 score","Random draw"
0.00860585197934596,"F2 score","Random draw"
0.0333611342785655,"F2 score","Random draw"
0.050125313283208,"F2 score","Random draw"
0.0253592561284869,"F2 score","Random draw"
0.0333889816360601,"F2 score","Random draw"
0.0251046025104603,"F2 score","Random draw"
0.0292887029288703,"F2 score","Random draw"
0.0248756218905473,"F2 score","Random draw"
0.0292397660818713,"F2 score","Random draw"
0.0415627597672485,"F2 score","Random draw"
0.0167084377610693,"F2 score","Random draw"
0.0415973377703827,"F2 score","Random draw"
0.0382003395585739,"F2 score","Random draw"
0.0296610169491525,"F2 score","Random draw"
0.038232795242141,"F2 score","Random draw"
0.0514579759862779,"F2 score","Random draw"
0.0254237288135593,"F2 score","Random draw"
0.033500837520938,"F2 score","Random draw"
0.0207125103562552,"F2 score","Random draw"
0.037910699241786,"F2 score","Random draw"
0.012701100762066,"F2 score","Random draw"
0.0335852225020991,"F2 score","Random draw"
0.046335299073294,"F2 score","Random draw"
0.0505050505050505,"F2 score","Random draw"
0.0289256198347107,"F2 score","Random draw"
0.0249791840133222,"F2 score","Random draw"
0.0556030795551754,"F2 score","Random draw"
0.033500837520938,"F2 score","Random draw"
0.0301464254952627,"F2 score","Random draw"
0.0376254180602007,"F2 score","Random draw"
0.0340715502555366,"F2 score","Random draw"
0.0746268656716418,"F2 score","Random draw"
0.037593984962406,"F2 score","Random draw"
0.033003300330033,"F2 score","Random draw"
0.0421585160202361,"F2 score","Random draw"
0.0294612794612795,"F2 score","Random draw"
0.0539867109634551,"F2 score","Random draw"
0.0383959044368601,"F2 score","Random draw"
0.0476603119584055,"F2 score","Random draw"
0.0343053173241852,"F2 score","Random draw"
0.0376254180602007,"F2 score","Random draw"
0.0386266094420601,"F2 score","Random draw"
0.0210260723296888,"F2 score","Random draw"
0.0688816855753647,"F2 score","Random draw"
0.0376254180602007,"F2 score","Random draw"
0.0464919695688926,"F2 score","Random draw"
0.0289017341040462,"F2 score","Random draw"
0.0457951706910908,"F2 score","Random draw"
0.0211148648648649,"F2 score","Random draw"
0.033500837520938,"F2 score","Random draw"
0.0565428109854604,"F2 score","Random draw"
0.0573770491803279,"F2 score","Random draw"
0.0374376039933444,"F2 score","Random draw"
0.0289256198347107,"F2 score","Random draw"
0.00838926174496644,"F2 score","Random draw"
0.0370981038746908,"F2 score","Random draw"
0.0461796809403862,"F2 score","Random draw"
0.0426985482493595,"F2 score","Random draw"
0.0663900414937759,"F2 score","Random draw"
0.0213128729752771,"F2 score","Random draw"
0.0420875420875421,"F2 score","Random draw"
0.051150895140665,"F2 score","Random draw"
0.0211505922165821,"F2 score","Random draw"
0.0464135021097046,"F2 score","Random draw"
0.0298889837745517,"F2 score","Random draw"
0.0374064837905237,"F2 score","Random draw"
0.0636672325976231,"F2 score","Random draw"
0.0384944396920445,"F2 score","Random draw"
0.0420875420875421,"F2 score","Random draw"
0.0380388841927303,"F2 score","Random draw"
0.0212404418011895,"F2 score","Random draw"
0.0255102040816327,"F2 score","Random draw"
0.0534979423868313,"F2 score","Random draw"
0.0374376039933444,"F2 score","Random draw"
0.0383304940374787,"F2 score","Random draw"
0.0297366185216653,"F2 score","Random draw"
0.0212404418011895,"F2 score","Random draw"
0.0500834724540902,"F2 score","Random draw"
0.0548523206751055,"F2 score","Random draw"
0.0373134328358209,"F2 score","Random draw"
0.0544844928751048,"F2 score","Random draw"
0.0252951096121417,"F2 score","Random draw"
0.0253592561284869,"F2 score","Random draw"
0.0565428109854604,"F2 score","Random draw"
0.0251889168765743,"F2 score","Random draw"
0.0253807106598985,"F2 score","Random draw"
0.0337837837837838,"F2 score","Random draw"
0.0291423813488759,"F2 score","Random draw"
0.0296359017781541,"F2 score","Random draw"
0.0338123415046492,"F2 score","Random draw"
0.0460251046025105,"F2 score","Random draw"
0.021079258010118,"F2 score","Random draw"
0.0456053067993367,"F2 score","Random draw"
0.0337552742616034,"F2 score","Random draw"
0.0467687074829932,"F2 score","Random draw"
0.0333333333333333,"F2 score","Random draw"
0.0292887029288703,"F2 score","Random draw"
0.0294612794612795,"F2 score","Random draw"
0.0466101694915254,"F2 score","Random draw"
0.0341005967604433,"F2 score","Random draw"
0.0415282392026578,"F2 score","Random draw"
0.0503355704697987,"F2 score","Random draw"
0.0375,"F2 score","Random draw"
0.0458715596330275,"F2 score","Random draw"
0.0211148648648649,"F2 score","Random draw"
0.029535864978903,"F2 score","Random draw"
0.024896265560166,"F2 score","Random draw"
0.0343053173241852,"F2 score","Random draw"
0.0212765957446809,"F2 score","Random draw"
0.0461409395973154,"F2 score","Random draw"
0.0379746835443038,"F2 score","Random draw"
0.045757071547421,"F2 score","Random draw"
0.05,"F2 score","Random draw"
0.0532786885245902,"F2 score","Random draw"
0.0337268128161889,"F2 score","Random draw"
0.0212224108658744,"F2 score","Random draw"
0.0380388841927303,"F2 score","Random draw"
0.0582847626977519,"F2 score","Random draw"
0.0127877237851662,"F2 score","Random draw"
0.0127551020408163,"F2 score","Random draw"
0.0423728813559322,"F2 score","Random draw"
0.0208333333333333,"F2 score","Random draw"
0.0543933054393305,"F2 score","Random draw"
0.0382978723404255,"F2 score","Random draw"
0.0420521446593776,"F2 score","Random draw"
0.0418410041841004,"F2 score","Random draw"
0.0209030100334448,"F2 score","Random draw"
0.025706940874036,"F2 score","Random draw"
0.0293132328308208,"F2 score","Random draw"
0.0299657534246575,"F2 score","Random draw"
0.041631973355537,"F2 score","Random draw"
0.0376254180602007,"F2 score","Random draw"
0.0456053067993367,"F2 score","Random draw"
0.0428816466552316,"F2 score","Random draw"
0.0454545454545454,"F2 score","Random draw"
0.0378151260504202,"F2 score","Random draw"
0.0289975144987573,"F2 score","Random draw"
0.0257510729613734,"F2 score","Random draw"
0.0293870696893367,"F2 score","Random draw"
0.0453047775947282,"F2 score","Random draw"
0.0460636515912898,"F2 score","Random draw"
0.0296108291032149,"F2 score","Random draw"
0.037159372419488,"F2 score","Random draw"
0.0469283276450512,"F2 score","Random draw"
0.0209907640638119,"F2 score","Random draw"
0.0455675227837614,"F2 score","Random draw"
0.0541215653621982,"F2 score","Random draw"
0.0374376039933444,"F2 score","Random draw"
0.0207641196013289,"F2 score","Random draw"
0.0336700336700337,"F2 score","Random draw"
0.038265306122449,"F2 score","Random draw"
0.0380067567567568,"F2 score","Random draw"
0.0419463087248322,"F2 score","Random draw"
0.0495049504950495,"F2 score","Random draw"
0.0513259195893926,"F2 score","Random draw"
0.0298634812286689,"F2 score","Random draw"
0.0535420098846787,"F2 score","Random draw"
0.0206100577081616,"F2 score","Random draw"
0.0462573591253154,"F2 score","Random draw"
0.0417014178482068,"F2 score","Random draw"
0.0376254180602007,"F2 score","Random draw"
0.0419815281276238,"F2 score","Random draw"
0.0424448217317487,"F2 score","Random draw"
0.0336134453781513,"F2 score","Random draw"
0.0329760923330585,"F2 score","Random draw"
0.0425894378194208,"F2 score","Random draw"
0.0422654268808115,"F2 score","Random draw"
0.033698399326032,"F2 score","Random draw"
0.0428816466552316,"F2 score","Random draw"
0.029093931837074,"F2 score","Random draw"
0.0417014178482068,"F2 score","Random draw"
0.0209030100334448,"F2 score","Random draw"
0.0296861747243427,"F2 score","Random draw"
0.0209731543624161,"F2 score","Random draw"
0.016597510373444,"F2 score","Random draw"
0.0297113752122241,"F2 score","Random draw"
0.0334728033472803,"F2 score","Random draw"
0.0420875420875421,"F2 score","Random draw"
0.0333055786844296,"F2 score","Random draw"
0.0297113752122241,"F2 score","Random draw"
0.0506756756756757,"F2 score","Random draw"
0.0587248322147651,"F2 score","Random draw"
0.0419815281276238,"F2 score","Random draw"
0.0423011844331641,"F2 score","Random draw"
0.037910699241786,"F2 score","Random draw"
0.0211685012701101,"F2 score","Random draw"
0.033195020746888,"F2 score","Random draw"
0.0543478260869565,"F2 score","Random draw"
0.0165562913907285,"F2 score","Random draw"
0.0467289719626168,"F2 score","Random draw"
0.0370981038746908,"F2 score","Random draw"
0.00846740050804403,"F2 score","Random draw"
0.0513698630136986,"F2 score","Random draw"
0.025062656641604,"F2 score","Random draw"
0.0560828300258844,"F2 score","Random draw"
0.0373134328358209,"F2 score","Random draw"
0.0502092050209205,"F2 score","Random draw"
0.050761421319797,"F2 score","Random draw"
0.0254668930390492,"F2 score","Random draw"
0.0456053067993366,"F2 score","Random draw"
0.054575986565911,"F2 score","Random draw"
0.0547138047138047,"F2 score","Random draw"
0.0509770603228547,"F2 score","Random draw"
0.0509770603228547,"F2 score","Random draw"
0.0689375506893755,"F2 score","Random draw"
0.0351493848857645,"F2 score","Random draw"
0.0334448160535117,"F2 score","Random draw"
0.0472103004291845,"F2 score","Random draw"
0.045757071547421,"F2 score","Random draw"
0.0295109612141653,"F2 score","Random draw"
0.0423728813559322,"F2 score","Random draw"
0.0540315876974231,"F2 score","Random draw"
0.0541666666666667,"F2 score","Random draw"
0.038527397260274,"F2 score","Random draw"
0.0300945829750645,"F2 score","Random draw"
0.0538079470198675,"F2 score","Random draw"
0.0293870696893367,"F2 score","Random draw"
0.0411522633744856,"F2 score","Random draw"
0.029585798816568,"F2 score","Random draw"
0.0347826086956522,"F2 score","Random draw"
0.04212299915754,"F2 score","Random draw"
0.0458715596330275,"F2 score","Random draw"
0.012636899747262,"F2 score","Random draw"
0.0255102040816327,"F2 score","Random draw"
0.00849617672047579,"F2 score","Random draw"
0.0580431177446103,"F2 score","Random draw"
0.0338696020321761,"F2 score","Random draw"
0.0251889168765743,"F2 score","Random draw"
0.0468085106382979,"F2 score","Random draw"
0.0254022015241321,"F2 score","Random draw"
0.0426621160409556,"F2 score","Random draw"
0.0291666666666667,"F2 score","Random draw"
0.0209030100334448,"F2 score","Random draw"
0.0289735099337748,"F2 score","Random draw"
0.04212299915754,"F2 score","Random draw"
0.0545302013422819,"F2 score","Random draw"
0.0339270568278202,"F2 score","Random draw"
0.0250836120401338,"F2 score","Random draw"
0.038265306122449,"F2 score","Random draw"
0.0465707027942422,"F2 score","Random draw"
0.0470487596236099,"F2 score","Random draw"
0.033698399326032,"F2 score","Random draw"
0.037344398340249,"F2 score","Random draw"
0.0293870696893367,"F2 score","Random draw"
0.0374064837905237,"F2 score","Random draw"
0.0415973377703827,"F2 score","Random draw"
0.0171673819742489,"F2 score","Random draw"
0.0421940928270042,"F2 score","Random draw"
0.0335289186923722,"F2 score","Random draw"
0.0169204737732656,"F2 score","Random draw"
0.0499168053244592,"F2 score","Random draw"
0.05,"F2 score","Random draw"
0.0469283276450512,"F2 score","Random draw"
0.0374687760199833,"F2 score","Random draw"
0.0408496732026144,"F2 score","Random draw"
0.0257289879931389,"F2 score","Random draw"
0.0298634812286689,"F2 score","Random draw"
0.0421585160202361,"F2 score","Random draw"
0.0165562913907285,"F2 score","Random draw"
0.0253592561284869,"F2 score","Random draw"
0.0287828947368421,"F2 score","Random draw"
0.0332225913621262,"F2 score","Random draw"
0.0210084033613445,"F2 score","Random draw"
0.0287828947368421,"F2 score","Random draw"
0.0426257459505541,"F2 score","Random draw"
0.0574712643678161,"F2 score","Random draw"
0.0635593220338983,"F2 score","Random draw"
0.0587741393786734,"F2 score","Random draw"
0.0262237762237762,"F2 score","Random draw"
0.0426257459505541,"F2 score","Random draw"
0.0253807106598985,"F2 score","Random draw"
0.0594227504244482,"F2 score","Random draw"
0.0291423813488759,"F2 score","Random draw"
0.0335570469798658,"F2 score","Random draw"
0.0291909924937448,"F2 score","Random draw"
0.0252100840336134,"F2 score","Random draw"
0.0379746835443038,"F2 score","Random draw"
0.0250836120401338,"F2 score","Random draw"
0.025062656641604,"F2 score","Random draw"
0.0340425531914894,"F2 score","Random draw"
0.0292887029288703,"F2 score","Random draw"
0.0469283276450512,"F2 score","Random draw"
0.0375626043405676,"F2 score","Random draw"
0.025062656641604,"F2 score","Random draw"
0.0466893039049236,"F2 score","Random draw"
0.0212404418011895,"F2 score","Random draw"
0.0333889816360601,"F2 score","Random draw"
0.0292642140468227,"F2 score","Random draw"
0.0292397660818713,"F2 score","Random draw"
0.0458333333333333,"F2 score","Random draw"
0.0345125107851596,"F2 score","Random draw"
0.0212224108658744,"F2 score","Random draw"
0.0213128729752771,"F2 score","Random draw"
0.0538525269262635,"F2 score","Random draw"
0.0420875420875421,"F2 score","Random draw"
0.0293624161073825,"F2 score","Random draw"
0.0423370025402202,"F2 score","Random draw"
0.00847457627118644,"F2 score","Random draw"
0.0338409475465313,"F2 score","Random draw"
0.0685518423307626,"F2 score","Random draw"
0.0340425531914894,"F2 score","Random draw"
0.0251256281407035,"F2 score","Random draw"
0.0454170107349298,"F2 score","Random draw"
0.0551314673452078,"F2 score","Random draw"
0.0165700082850041,"F2 score","Random draw"
0.0455298013245033,"F2 score","Random draw"
0.0169204737732657,"F2 score","Random draw"
0.0471293916023993,"F2 score","Random draw"
0.0380388841927303,"F2 score","Random draw"
0.0379746835443038,"F2 score","Random draw"
0.0339270568278202,"F2 score","Random draw"
0.0296359017781541,"F2 score","Random draw"
0.0377200335289187,"F2 score","Random draw"
0.0383959044368601,"F2 score","Random draw"
0.0307557117750439,"F2 score","Random draw"
0.0294365012615643,"F2 score","Random draw"
0.0210084033613445,"F2 score","Random draw"
0.0327332242225859,"F2 score","Random draw"
0.0375626043405676,"F2 score","Random draw"
0.0330578512396694,"F2 score","Random draw"
0.0872093023255814,"F2 score","Random draw"
0.0337268128161889,"F2 score","Random draw"
0.0289975144987573,"F2 score","Random draw"
0.0297619047619048,"F2 score","Random draw"
0.0625,"F2 score","Random draw"
0.0596252129471891,"F2 score","Random draw"
0.0723404255319149,"F2 score","Random draw"
0.0254022015241321,"F2 score","Random draw"
0.0420875420875421,"F2 score","Random draw"
0.0471698113207547,"F2 score","Random draw"
0.0251889168765743,"F2 score","Random draw"
0.0333889816360601,"F2 score","Random draw"
0.012531328320802,"F2 score","Random draw"
0.0168776371308017,"F2 score","Random draw"
0.0290697674418605,"F2 score","Random draw"
0.021551724137931,"F2 score","Random draw"
0.0464135021097046,"F2 score","Random draw"
0.0291181364392679,"F2 score","Random draw"
0.0211148648648649,"F2 score","Random draw"
0.0382003395585739,"F2 score","Random draw"
0.0376884422110553,"F2 score","Random draw"
0.0209205020920502,"F2 score","Random draw"
0.0291423813488759,"F2 score","Random draw"
0.0336700336700337,"F2 score","Random draw"
0.0546677880571909,"F2 score","Random draw"
0.055366269165247,"F2 score","Random draw"
0.0375,"F2 score","Random draw"
0.0342465753424658,"F2 score","Random draw"
0.0284552845528455,"F2 score","Random draw"
0.0461796809403862,"F2 score","Random draw"
0.037910699241786,"F2 score","Random draw"
0.0299657534246575,"F2 score","Random draw"
0.051063829787234,"F2 score","Random draw"
0.054575986565911,"F2 score","Random draw"
0.0340715502555366,"F2 score","Random draw"
0.0459866220735786,"F2 score","Random draw"
0.047008547008547,"F2 score","Random draw"
0.0418760469011725,"F2 score","Random draw"
0.0333611342785655,"F2 score","Random draw"
0.0465707027942422,"F2 score","Random draw"
0.0337268128161889,"F2 score","Random draw"
0.0345125107851596,"F2 score","Random draw"
0.029093931837074,"F2 score","Random draw"
0.0294612794612795,"F2 score","Random draw"
0.0336417157275021,"F2 score","Random draw"
0.0423370025402202,"F2 score","Random draw"
0.021079258010118,"F2 score","Random draw"
0.0208855472013367,"F2 score","Random draw"
0.0209731543624161,"F2 score","Random draw"
0.0380067567567568,"F2 score","Random draw"
0.0499583680266445,"F2 score","Random draw"
0.0555555555555555,"F2 score","Random draw"
0.0298634812286689,"F2 score","Random draw"
0.0453795379537954,"F2 score","Random draw"
0.0126050420168067,"F2 score","Random draw"
0.0217580504786771,"F2 score","Random draw"
0.0421940928270042,"F2 score","Random draw"
0.0459866220735786,"F2 score","Random draw"
0.0260416666666667,"F2 score","Random draw"
0.0254022015241321,"F2 score","Random draw"
0.04212299915754,"F2 score","Random draw"
0.0332225913621262,"F2 score","Random draw"
0.0339270568278202,"F2 score","Random draw"
0.0548986486486486,"F2 score","Random draw"
0.0210970464135021,"F2 score","Random draw"
0.0257510729613734,"F2 score","Random draw"
0.0417710944026733,"F2 score","Random draw"
0.0296861747243427,"F2 score","Random draw"
0.0293870696893367,"F2 score","Random draw"
0.0424448217317487,"F2 score","Random draw"
0.0450081833060557,"F2 score","Random draw"
0.0296359017781541,"F2 score","Random draw"
0.016750418760469,"F2 score","Random draw"
0.0254237288135593,"F2 score","Random draw"
0.0210260723296888,"F2 score","Random draw"
0.0207296849087894,"F2 score","Random draw"
0.0381679389312977,"F2 score","Random draw"
0.0455298013245033,"F2 score","Random draw"
0.0214224507283633,"F2 score","Random draw"
0.0338409475465313,"F2 score","Random draw"
0.0675105485232067,"F2 score","Random draw"
0.0336417157275021,"F2 score","Random draw"
0.0292642140468227,"F2 score","Random draw"
0.0339270568278202,"F2 score","Random draw"
0.0125733445096396,"F2 score","Random draw"
0.016750418760469,"F2 score","Random draw"
0.033167495854063,"F2 score","Random draw"
0.0382003395585739,"F2 score","Random draw"
0.029535864978903,"F2 score","Random draw"
0.0258397932816537,"F2 score","Random draw"
0.054575986565911,"F2 score","Random draw"
0.0511073253833049,"F2 score","Random draw"
0.0370065789473684,"F2 score","Random draw"
0.0380067567567568,"F2 score","Random draw"
